,lemma,pos,absolute_freq_tar,freq_book3,freq_book4,freq_book5,freq_book6,absolute_freq_ref,deltapi,relative_freq_tar,relative_freq_ref,p_value_fisher
2060,aequus,NOMcom,2,0,2,0,0,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2061,stabulum,NOMcom,2,0,1,1,0,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2062,peruius,ADJqua,2,0,1,0,1,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2063,militia,NOMcom,2,0,1,0,1,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2064,90,ADJcar,2,0,1,0,1,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2065,plerique,ADJqua,2,0,0,2,0,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2066,cohors,NOMcom,2,0,0,1,1,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2067,polus,NOMcom,2,0,0,1,1,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2068,sol,NOMpro,2,0,0,1,1,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2069,Lydia,NOMpro,2,0,0,2,0,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2070,inuius,ADJqua,2,0,0,0,2,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2071,deueho,VER,2,0,0,0,2,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2072,aduersus1,NOMcom,2,0,0,0,2,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2073,Cous,NOMpro,2,0,0,0,2,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2074,excubo,VER,2,0,0,0,2,5,3.6381685973929945e-05,0.005009643563860432,0.001371474966467437,> 0.05
2075,magnus,ADJqua,93,15,12,26,40,836,3.6378113261545646e-05,0.23294842571951005,0.22931061439335548,> 0.05
2076,propter2,PRE,23,4,4,1,14,197,3.57478730557794e-05,0.05761090098439497,0.05403611367881703,> 0.05
2077,circulus,NOMcom,7,0,0,1,6,51,3.5447078155436524e-05,0.01753375247351151,0.013989044657967858,> 0.05
2078,longus,ADJqua,29,4,8,5,12,252,3.517493366017425e-05,0.07263983167597626,0.06912233830995883,> 0.05
2079,uia,NOMcom,5,1,0,1,3,33,3.4723741309659924e-05,0.012524108909651077,0.009051734778685084,> 0.05
2080,decimus,ADJord,4,2,0,1,1,24,3.4362072886771645e-05,0.010019287127720863,0.006583079839043699,> 0.05
2081,apricus,ADJqua,3,1,1,0,1,15,3.4000404463883365e-05,0.0075144653457906475,0.0041144248994023115,> 0.05
2082,proceritas,NOMcom,3,1,0,1,1,15,3.4000404463883365e-05,0.0075144653457906475,0.0041144248994023115,> 0.05
2083,placidus,ADJqua,3,2,0,1,0,15,3.4000404463883365e-05,0.0075144653457906475,0.0041144248994023115,> 0.05
2084,stirps,NOMcom,3,3,0,0,0,15,3.4000404463883365e-05,0.0075144653457906475,0.0041144248994023115,> 0.05
2085,sane,ADV,3,0,1,0,2,15,3.4000404463883365e-05,0.0075144653457906475,0.0041144248994023115,> 0.05
2086,uictus,NOMcom,3,0,0,3,0,15,3.4000404463883365e-05,0.0075144653457906475,0.0041144248994023115,> 0.05
2087,uniuersus,NOMcom,2,1,1,0,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2088,proicio,VER,2,2,0,0,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2089,quamlibet2,ADV,2,1,0,0,1,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2090,caerimonia,NOMcom,2,1,0,0,1,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2091,praegrandis,VER,2,1,1,0,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2092,opulentia,NOMcom,2,1,0,0,1,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2093,discribo,VER,2,1,0,1,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2094,subiaceo,VER,2,0,1,0,1,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2095,noster,PROper,2,0,2,0,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2096,Thracius,ADJqua,2,0,2,0,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2097,luxus1,NOMcom,2,0,1,0,1,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2098,digredior,VER,2,0,1,0,1,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2099,Xenophon,NOMpro,2,0,1,0,1,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2100,instar,NOMcom,2,0,0,2,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2101,nubila,NOMcom,2,0,0,2,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2102,uallis,NOMcom,2,0,0,2,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2103,substituo,VER,2,0,0,2,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2104,Lycius,ADJqua,2,0,0,2,0,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2105,reliqui,ADJqua,2,0,0,1,1,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2106,inconstantia,NOMcom,2,0,0,0,2,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2107,pluuia,ADJqua,2,0,0,0,2,6,3.363873604099507e-05,0.005009643563860432,0.0016457699597609246,> 0.05
2108,gero,VER,8,1,0,3,4,61,3.306579664538994e-05,0.020038574255441727,0.016731994590902733,> 0.05
2109,perago,VER,7,1,1,0,5,52,3.2704128222501644e-05,0.01753375247351151,0.014263339651261347,> 0.05
2110,Uarro,NOMpro,14,6,6,0,2,116,3.249285724978479e-05,0.03506750494702302,0.031818219222044544,> 0.05
2111,ualidus,ADJqua,5,1,2,1,1,34,3.1980791376725045e-05,0.012524108909651077,0.009326029771978573,> 0.05
2112,dissimilis,ADJqua,5,0,1,0,4,34,3.1980791376725045e-05,0.012524108909651077,0.009326029771978573,> 0.05
2113,dies,NOMpro,4,1,1,1,1,25,3.161912295383678e-05,0.010019287127720863,0.006857374832337185,> 0.05
2114,attribuo,VER,3,3,0,0,0,16,3.125745453094849e-05,0.0075144653457906475,0.0043887198926957985,> 0.05
2115,Achilles,NOMpro,3,0,2,1,0,16,3.125745453094849e-05,0.0075144653457906475,0.0043887198926957985,> 0.05
2116,inuicem,ADV,3,0,0,0,3,16,3.125745453094849e-05,0.0075144653457906475,0.0043887198926957985,> 0.05
2117,indigena,NOMcom,2,1,0,1,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2118,primo,ADJord,2,2,0,0,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2119,permeo,VER,2,1,0,1,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2120,Capua,NOMpro,2,2,0,0,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2121,nefas,NOMcom,2,1,0,1,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2122,Syracusae,NOMpro,2,1,0,0,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2123,euomo,VER,2,1,0,1,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2124,fluctuor,VER,2,1,1,0,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2125,debello,VER,2,1,0,0,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2126,industria,NOMcom,2,1,0,1,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2127,subter2,PRE,2,1,0,0,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2128,uenalis,ADJqua,2,1,0,0,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2129,fero,NOMcom,2,0,1,0,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2130,potior,VER,2,0,1,0,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2131,Bactra,NOMpro,2,0,1,0,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2132,Pergamum,NOMpro,2,0,1,1,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2133,expers,ADJqua,2,0,0,1,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2134,unitas,NOMcom,2,0,0,2,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2135,occurso,VER,2,0,0,1,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2136,euado2,VER,2,0,0,1,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2137,Cadmus,NOMpro,2,0,0,2,0,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2138,Ida,NOMpro,2,0,0,1,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2139,Ilium,NOMpro,2,0,0,1,1,7,3.089578610806019e-05,0.005009643563860432,0.0019200649530544118,> 0.05
2140,columna,NOMcom,7,4,0,1,2,53,2.9961178289566765e-05,0.01753375247351151,0.014537634644554834,> 0.05
2141,bellum,NOMcom,14,3,0,4,7,117,2.9749907316849937e-05,0.03506750494702302,0.03209251421533803,> 0.05
2142,exortus,NOMcom,6,0,3,1,2,44,2.9599509866678485e-05,0.015028930691581295,0.012068979704913446,> 0.05
2143,absumo,VER,6,0,0,2,4,44,2.9599509866678485e-05,0.015028930691581295,0.012068979704913446,> 0.05
2144,terrenus,ADJqua,5,2,0,0,3,35,2.923784144379018e-05,0.012524108909651077,0.00960032476527206,> 0.05
2145,magnus,NOMcom,5,0,1,1,3,35,2.923784144379018e-05,0.012524108909651077,0.00960032476527206,> 0.05
2146,excludo,VER,4,1,2,1,0,26,2.88761730209019e-05,0.010019287127720863,0.007131669825630673,> 0.05
2147,lenis2,ADJqua,4,0,0,2,2,26,2.88761730209019e-05,0.010019287127720863,0.007131669825630673,> 0.05
2148,abdico1,VER,3,0,1,1,1,17,2.8514504598013613e-05,0.0075144653457906475,0.004663014885989286,> 0.05
2149,enascor,VER,3,0,3,0,0,17,2.8514504598013613e-05,0.0075144653457906475,0.004663014885989286,> 0.05
2150,separo2,VER,3,0,2,1,0,17,2.8514504598013613e-05,0.0075144653457906475,0.004663014885989286,> 0.05
2151,Liuius,NOMpro,2,2,0,0,0,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2152,tur,NOMcom,2,1,0,0,1,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2153,42,ADJcar,2,1,1,0,0,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2154,ducenti,ADJcar,2,1,0,1,0,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2155,Falernum,NOMpro,2,2,0,0,0,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2156,soleo,ADJqua,2,1,0,0,1,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2157,quacumque1,ADVrel,2,0,1,1,0,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2158,uiciens,ADJadv.mul,2,0,2,0,0,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2159,Germanicus,NOMpro,2,0,1,1,0,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2160,iussus,NOMcom,2,0,0,1,1,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2161,Thebais,NOMpro,2,0,0,2,0,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2162,ardeo,ADJqua,2,0,0,1,1,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2163,negotium,NOMcom,2,0,0,1,1,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2164,profugio,VER,2,0,0,0,2,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2165,probrum,NOMcom,2,0,0,0,2,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2166,opacitas,NOMcom,2,0,0,0,2,8,2.8152836175125323e-05,0.005009643563860432,0.0021943599463478992,> 0.05
2167,imperator,NOMcom,8,3,1,3,1,63,2.757989677952018e-05,0.020038574255441727,0.017280584577489707,> 0.05
2168,littera,NOMcom,7,1,2,2,2,54,2.7218228356631912e-05,0.01753375247351151,0.014811929637848319,> 0.05
2169,uirgo,NOMcom,5,1,1,3,0,36,2.64948915108553e-05,0.012524108909651077,0.009874619758565547,> 0.05
2170,Athenienses,NOMpro,4,2,1,1,0,27,2.6133223087967033e-05,0.010019287127720863,0.0074059648189241595,> 0.05
2171,Ponticus,ADJqua,4,0,1,2,1,27,2.6133223087967033e-05,0.010019287127720863,0.0074059648189241595,> 0.05
2172,regina,NOMcom,3,1,0,0,2,18,2.577155466507874e-05,0.0075144653457906475,0.004937309879282773,> 0.05
2173,totidem2,ADV,3,0,1,1,1,18,2.577155466507874e-05,0.0075144653457906475,0.004937309879282773,> 0.05
2174,insideo,VER,3,0,0,2,1,18,2.577155466507874e-05,0.0075144653457906475,0.004937309879282773,> 0.05
2175,profundus,ADJqua,2,1,0,0,1,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2176,soror,NOMcom,2,1,0,0,1,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2177,dignatio,NOMcom,2,1,0,0,1,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2178,meo,VER,2,1,0,0,1,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2179,reliquiae,NOMcom,2,1,0,1,0,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2180,conspectus1,NOMcom,2,1,0,0,1,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2181,continuo1,VER,2,1,0,0,1,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2182,applico,VER,2,0,1,1,0,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2183,degener,ADJqua,2,0,1,1,0,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2184,legio,NOMcom,2,0,1,1,0,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2185,repercussus,NOMcom,2,0,0,1,1,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2186,ille,ADV,2,0,0,1,1,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2187,prospicio,VER,2,0,0,1,1,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2188,circa,PRE,2,0,0,1,1,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2189,arduus,ADJqua,2,0,0,0,2,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2190,moror1,VER,2,0,0,0,2,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2191,conuexitas,NOMcom,2,0,0,0,2,9,2.5409886242190447e-05,0.005009643563860432,0.0024686549396413866,> 0.05
2192,Albus,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2193,territo,VER,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2194,cipuus,NOMcom,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2195,extimo,ADJqua,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2196,locrus,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2197,Murgitanus,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2198,Lusitania,ADJqua,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2199,Tarraconenses,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2200,Gallicus,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2201,Hibericus,ADJqua,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2202,Solorius,NOMcom,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2203,asturo,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2204,iuridicus1,NOMcom,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2205,Gaditanus,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2206,Ossonobus,ADJqua,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2207,arium,NOMcom,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2208,Luxia,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2209,Urius,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2210,arenus,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2211,Curenses,ADJqua,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2212,Baelus,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2213,Mellarius,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2214,Tartesi,VER,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2215,sue,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2216,Firmus,ADJqua,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2217,Sel,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2218,Abdara,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2219,Murgo,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2220,Bastulorus,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2221,dulus,NOMcom,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2222,Celta,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2223,lyssus,NOMcom,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2224,bacca,ADV,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2225,chantium,VER,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2226,Pyrene,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2227,mentesa,VER,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2228,Tugiensis,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2229,Tader,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2230,Ilorchus,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2231,Ossigitania,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2232,segidus,NOMcom,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2233,Augurinus,ADJqua,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2234,Ulia,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2235,urgao,VER,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2236,Cerialis,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2237,Florentini,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2238,artigo,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2239,Fauentius,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
2240,Ategua,NOMpro,1,1,0,0,0,0,2.5048217819302158e-05,0.002504821781930216,0.0,> 0.05
