,lemma,pos,absolute_freq_tar,freq_book3,freq_book4,freq_book5,freq_book6,absolute_freq_ref,deltapi,relative_freq_tar,relative_freq_ref,p_value_fisher
9555,uirtus,NOMcom,1,1,0,0,0,33,-6.546912996754869e-05,0.002504821781930216,0.009051734778685084,> 0.05
9556,uellus,NOMcom,1,1,0,0,0,33,-6.546912996754869e-05,0.002504821781930216,0.009051734778685084,> 0.05
9557,uanitas,NOMcom,1,1,0,0,0,33,-6.546912996754869e-05,0.002504821781930216,0.009051734778685084,> 0.05
9558,prodigium,NOMcom,1,0,0,1,0,33,-6.546912996754869e-05,0.002504821781930216,0.009051734778685084,> 0.05
9559,uenenatus,ADJqua,1,0,0,0,1,33,-6.546912996754869e-05,0.002504821781930216,0.009051734778685084,> 0.05
9560,emitto,VER,7,3,1,1,2,88,-6.604206936315383e-05,0.01753375247351151,0.02413795940982689,> 0.05
9561,infero,VER,4,1,0,0,3,61,-6.712707463181869e-05,0.010019287127720863,0.016731994590902733,> 0.05
9562,impetus,NOMcom,3,1,0,1,1,52,-6.748874305470699e-05,0.0075144653457906475,0.014263339651261347,> 0.05
9563,delicia1,NOMcom,2,1,0,1,0,43,-6.785041147759527e-05,0.005009643563860432,0.011794684711619959,> 0.05
9564,cetera1,NOMcom,2,1,0,0,1,43,-6.785041147759527e-05,0.005009643563860432,0.011794684711619959,> 0.05
9565,deficio,VER,2,1,0,0,1,43,-6.785041147759527e-05,0.005009643563860432,0.011794684711619959,> 0.05
9566,sterilis,ADJqua,2,0,0,2,0,43,-6.785041147759527e-05,0.005009643563860432,0.011794684711619959,> 0.05
9567,incido1,VER,1,1,0,0,0,34,-6.821207990048357e-05,0.002504821781930216,0.009326029771978573,> 0.05
9568,poeta,NOMcom,1,0,1,0,0,34,-6.821207990048357e-05,0.002504821781930216,0.009326029771978573,> 0.05
9569,quotiens1,ADVrel,1,0,0,1,0,34,-6.821207990048357e-05,0.002504821781930216,0.009326029771978573,> 0.05
9570,limus1,NOMcom,1,0,0,1,0,34,-6.821207990048357e-05,0.002504821781930216,0.009326029771978573,> 0.05
9571,amo,VER,1,0,0,0,1,34,-6.821207990048357e-05,0.002504821781930216,0.009326029771978573,> 0.05
9572,necesse,ADJqua,1,0,0,0,1,34,-6.821207990048357e-05,0.002504821781930216,0.009326029771978573,> 0.05
9573,attero,VER,1,0,0,0,1,34,-6.821207990048357e-05,0.002504821781930216,0.009326029771978573,> 0.05
9574,demum,ADV,1,0,0,0,1,34,-6.821207990048357e-05,0.002504821781930216,0.009326029771978573,> 0.05
9575,ardeo,VER,1,0,0,0,1,34,-6.821207990048357e-05,0.002504821781930216,0.009326029771978573,> 0.05
9576,subinde,ADV,4,0,0,3,1,62,-6.987002456475357e-05,0.010019287127720863,0.01700628958419622,> 0.05
9577,quamquam1,ADVrel,1,1,0,0,0,35,-7.095502983341844e-05,0.002504821781930216,0.00960032476527206,> 0.05
9578,platanus,NOMcom,1,0,1,0,0,35,-7.095502983341844e-05,0.002504821781930216,0.00960032476527206,> 0.05
9579,rigor,NOMcom,1,0,1,0,0,35,-7.095502983341844e-05,0.002504821781930216,0.00960032476527206,> 0.05
9580,munus,NOMcom,1,0,0,1,0,35,-7.095502983341844e-05,0.002504821781930216,0.00960032476527206,> 0.05
9581,auiditas,NOMcom,1,0,0,0,1,35,-7.095502983341844e-05,0.002504821781930216,0.00960032476527206,> 0.05
9582,incubo2,VER,1,0,0,0,1,35,-7.095502983341844e-05,0.002504821781930216,0.00960032476527206,> 0.05
9583,intumesco,VER,1,0,0,0,1,35,-7.095502983341844e-05,0.002504821781930216,0.00960032476527206,> 0.05
9584,metus,NOMcom,1,0,0,0,1,35,-7.095502983341844e-05,0.002504821781930216,0.00960032476527206,> 0.05
9585,antiqui,NOMcom,1,0,0,0,1,35,-7.095502983341844e-05,0.002504821781930216,0.00960032476527206,> 0.05
9586,quamquam2,CONsub,7,3,0,3,1,90,-7.152796922902356e-05,0.01753375247351151,0.024686549396413866,> 0.05
9587,mundus1,NOMcom,5,1,2,0,2,72,-7.225130607480017e-05,0.012524108909651077,0.019749239517131093,> 0.05
9588,leo,NOMcom,5,0,0,4,1,72,-7.225130607480017e-05,0.012524108909651077,0.019749239517131093,> 0.05
9589,dico1,VER,4,0,1,3,0,63,-7.261297449768845e-05,0.010019287127720863,0.017280584577489707,> 0.05
9590,membrum,NOMcom,3,1,0,0,2,54,-7.297464292057672e-05,0.0075144653457906475,0.014811929637848319,> 0.05
9591,priusquam,CONsub,3,0,2,0,1,54,-7.297464292057672e-05,0.0075144653457906475,0.014811929637848319,> 0.05
9592,sorbeo,VER,2,0,1,1,0,45,-7.333631134346502e-05,0.005009643563860432,0.012343274698206933,> 0.05
9593,proprius,ADJqua,2,0,0,1,1,45,-7.333631134346502e-05,0.005009643563860432,0.012343274698206933,> 0.05
9594,obseruo,VER,2,0,0,2,0,45,-7.333631134346502e-05,0.005009643563860432,0.012343274698206933,> 0.05
9595,uilla,NOMcom,1,1,0,0,0,36,-7.369797976635332e-05,0.002504821781930216,0.009874619758565547,> 0.05
9596,ferueo,VER,1,1,0,0,0,36,-7.369797976635332e-05,0.002504821781930216,0.009874619758565547,> 0.05
9597,auxilium,NOMcom,1,1,0,0,0,36,-7.369797976635332e-05,0.002504821781930216,0.009874619758565547,> 0.05
9598,solum2,ADV,1,0,0,1,0,36,-7.369797976635332e-05,0.002504821781930216,0.009874619758565547,> 0.05
9599,grauitas,NOMcom,1,0,0,1,0,36,-7.369797976635332e-05,0.002504821781930216,0.009874619758565547,> 0.05
9600,compono,VER,1,0,0,1,0,36,-7.369797976635332e-05,0.002504821781930216,0.009874619758565547,> 0.05
9601,apprehendo,VER,1,0,0,1,0,36,-7.369797976635332e-05,0.002504821781930216,0.009874619758565547,> 0.05
9602,tutus,ADJqua,1,0,0,0,1,36,-7.369797976635332e-05,0.002504821781930216,0.009874619758565547,> 0.05
9603,corrumpo,VER,1,0,0,0,1,36,-7.369797976635332e-05,0.002504821781930216,0.009874619758565547,> 0.05
9604,praeterquam,ADV,5,1,0,3,1,73,-7.499425600773505e-05,0.012524108909651077,0.020023534510424584,> 0.05
9605,mergo,VER,5,0,1,1,3,73,-7.499425600773505e-05,0.012524108909651077,0.020023534510424584,> 0.05
9606,subigo,VER,4,1,1,1,1,64,-7.53559244306233e-05,0.010019287127720863,0.017554879570783194,> 0.05
9607,uero3,ADV,4,0,1,0,3,64,-7.53559244306233e-05,0.010019287127720863,0.017554879570783194,> 0.05
9608,transeo1,VER,11,1,2,3,5,128,-7.556719540334012e-05,0.027553039601232374,0.03510975914156639,> 0.05
9609,saxum,NOMcom,3,0,1,2,0,55,-7.57175928535116e-05,0.0075144653457906475,0.015086224631141808,> 0.05
9610,calamus,NOMcom,3,0,0,1,2,55,-7.57175928535116e-05,0.0075144653457906475,0.015086224631141808,> 0.05
9611,audio,VER,3,0,0,0,3,55,-7.57175928535116e-05,0.0075144653457906475,0.015086224631141808,> 0.05
9612,uix,ADV,2,0,0,0,2,46,-7.60792612763999e-05,0.005009643563860432,0.012617569691500422,> 0.05
9613,fastidium,NOMcom,1,1,0,0,0,37,-7.644092969928818e-05,0.002504821781930216,0.010148914751859034,> 0.05
9614,paulatim,ADV,1,1,0,0,0,37,-7.644092969928818e-05,0.002504821781930216,0.010148914751859034,> 0.05
9615,tamquam1,ADVrel,1,1,0,0,0,37,-7.644092969928818e-05,0.002504821781930216,0.010148914751859034,> 0.05
9616,quercus,NOMcom,1,0,1,0,0,37,-7.644092969928818e-05,0.002504821781930216,0.010148914751859034,> 0.05
9617,dorsum,NOMcom,1,0,1,0,0,37,-7.644092969928818e-05,0.002504821781930216,0.010148914751859034,> 0.05
9618,decerpo,VER,1,0,1,0,0,37,-7.644092969928818e-05,0.002504821781930216,0.010148914751859034,> 0.05
9619,genus?,NOMcom,1,0,0,1,0,37,-7.644092969928818e-05,0.002504821781930216,0.010148914751859034,> 0.05
9620,Africanus,NOMpro,1,0,0,1,0,37,-7.644092969928818e-05,0.002504821781930216,0.010148914751859034,> 0.05
9621,comitor,VER,1,0,0,0,1,37,-7.644092969928818e-05,0.002504821781930216,0.010148914751859034,> 0.05
9622,contrarius,ADJqua,4,1,2,0,1,65,-7.809887436355818e-05,0.010019287127720863,0.01782917456407668,> 0.05
9623,aptus,ADJqua,2,1,0,1,0,47,-7.882221120933478e-05,0.005009643563860432,0.012891864684793908,> 0.05
9624,simulacrum,NOMcom,2,1,0,1,0,47,-7.882221120933478e-05,0.005009643563860432,0.012891864684793908,> 0.05
9625,fumus,NOMcom,2,1,0,0,1,47,-7.882221120933478e-05,0.005009643563860432,0.012891864684793908,> 0.05
9626,salutaris,ADJqua,1,1,0,0,0,38,-7.918387963222306e-05,0.002504821781930216,0.010423209745152522,> 0.05
9627,consulatus,NOMcom,1,0,0,1,0,38,-7.918387963222306e-05,0.002504821781930216,0.010423209745152522,> 0.05
9628,antecedo1,VER,1,0,0,0,1,38,-7.918387963222306e-05,0.002504821781930216,0.010423209745152522,> 0.05
9629,nondum,ADVneg,1,0,0,0,1,38,-7.918387963222306e-05,0.002504821781930216,0.010423209745152522,> 0.05
9630,sexus,NOMcom,1,0,0,0,1,38,-7.918387963222306e-05,0.002504821781930216,0.010423209745152522,> 0.05
9631,perficio,VER,1,0,0,0,1,38,-7.918387963222306e-05,0.002504821781930216,0.010423209745152522,> 0.05
9632,bubulus,NOMcom,1,0,0,0,1,38,-7.918387963222306e-05,0.002504821781930216,0.010423209745152522,> 0.05
9633,caninus,ADJqua,1,0,0,0,1,38,-7.918387963222306e-05,0.002504821781930216,0.010423209745152522,> 0.05
9634,effigies,NOMcom,5,1,0,1,3,75,-8.048015587360478e-05,0.012524108909651077,0.020572124497011554,> 0.05
9635,libet,VER,3,1,0,0,2,57,-8.120349271938136e-05,0.0075144653457906475,0.01563481461772878,> 0.05
9636,quisquam,PROind,2,1,0,0,1,48,-8.156516114226966e-05,0.005009643563860432,0.013166159678087397,> 0.05
9637,adhaereo,VER,2,1,0,1,0,48,-8.156516114226966e-05,0.005009643563860432,0.013166159678087397,> 0.05
9638,quando2,ADVint,1,0,0,1,0,39,-8.192682956515794e-05,0.002504821781930216,0.01069750473844601,> 0.05
9639,cado,VER,7,0,1,1,5,94,-8.249976896076308e-05,0.01753375247351151,0.025783729369587817,> 0.05
9640,instituo,VER,5,1,2,1,1,76,-8.322310580653966e-05,0.012524108909651077,0.020846419490305045,> 0.05
9641,contraho,VER,3,1,1,0,1,58,-8.394644265231624e-05,0.0075144653457906475,0.015909109611022272,> 0.05
9642,triduum,NOMcom,3,1,1,0,1,58,-8.394644265231624e-05,0.0075144653457906475,0.015909109611022272,> 0.05
9643,haurio,VER,3,0,2,1,0,58,-8.394644265231624e-05,0.0075144653457906475,0.015909109611022272,> 0.05
9644,ni2,CONsub,2,2,0,0,0,49,-8.430811107520451e-05,0.005009643563860432,0.013440454671380882,> 0.05
9645,praestans,ADJqua,2,1,0,0,1,49,-8.430811107520451e-05,0.005009643563860432,0.013440454671380882,> 0.05
9646,siquidem,CONsub,2,0,1,0,1,49,-8.430811107520451e-05,0.005009643563860432,0.013440454671380882,> 0.05
9647,aequinoctium,NOMcom,2,0,1,0,1,49,-8.430811107520451e-05,0.005009643563860432,0.013440454671380882,> 0.05
9648,frons2,NOMcom,2,0,0,1,1,49,-8.430811107520451e-05,0.005009643563860432,0.013440454671380882,> 0.05
9649,tribuo,VER,1,1,0,0,0,40,-8.466977949809281e-05,0.002504821781930216,0.010971799731739496,> 0.05
9650,gracilis,ADJqua,1,1,0,0,0,40,-8.466977949809281e-05,0.002504821781930216,0.010971799731739496,> 0.05
9651,fruticosus,ADJqua,1,0,0,0,1,40,-8.466977949809281e-05,0.002504821781930216,0.010971799731739496,> 0.05
9652,exorior,VER,7,3,1,0,3,95,-8.524271889369793e-05,0.01753375247351151,0.026058024362881304,> 0.05
9653,cum3,CON,3,1,0,1,1,59,-8.668939258525109e-05,0.0075144653457906475,0.016183404604315756,> 0.05
9654,umquam,ADV,2,1,0,0,1,50,-8.70510610081394e-05,0.005009643563860432,0.01371474966467437,> 0.05
9655,plebs,NOMcom,2,0,0,0,2,50,-8.70510610081394e-05,0.005009643563860432,0.01371474966467437,> 0.05
9656,uisus,NOMcom,1,0,0,1,0,41,-8.741272943102769e-05,0.002504821781930216,0.011246094725032985,> 0.05
9657,eximius,ADJqua,1,0,0,1,0,41,-8.741272943102769e-05,0.002504821781930216,0.011246094725032985,> 0.05
9658,uapor,NOMcom,1,0,0,1,0,41,-8.741272943102769e-05,0.002504821781930216,0.011246094725032985,> 0.05
9659,iugerum,NOMcom,1,0,0,0,1,41,-8.741272943102769e-05,0.002504821781930216,0.011246094725032985,> 0.05
9660,sitis,NOMcom,1,0,0,0,1,41,-8.741272943102769e-05,0.002504821781930216,0.011246094725032985,> 0.05
9661,difficultas,NOMcom,1,0,0,0,1,41,-8.741272943102769e-05,0.002504821781930216,0.011246094725032985,> 0.05
9662,Nero,NOMpro,5,0,2,0,3,78,-8.870900567240942e-05,0.012524108909651077,0.02139500947689202,> 0.05
9663,taurus,NOMcom,4,1,0,2,1,69,-8.907067409529767e-05,0.010019287127720863,0.01892635453725063,> 0.05
9664,motus,NOMcom,4,0,1,1,2,69,-8.907067409529767e-05,0.010019287127720863,0.01892635453725063,> 0.05
9665,uerus,ADJqua,2,1,0,1,0,51,-8.979401094107427e-05,0.005009643563860432,0.013989044657967858,> 0.05
9666,minuo,VER,2,1,0,1,0,51,-8.979401094107427e-05,0.005009643563860432,0.013989044657967858,> 0.05
9667,sacrum,NOMcom,2,1,1,0,0,51,-8.979401094107427e-05,0.005009643563860432,0.013989044657967858,> 0.05
9668,fugo,VER,2,1,1,0,0,51,-8.979401094107427e-05,0.005009643563860432,0.013989044657967858,> 0.05
9669,Punicus,ADJqua,2,0,1,1,0,51,-8.979401094107427e-05,0.005009643563860432,0.013989044657967858,> 0.05
9670,leniter,ADV,1,0,1,0,0,42,-9.015567936396255e-05,0.002504821781930216,0.01152038971832647,> 0.05
9671,subdo,VER,1,0,1,0,0,42,-9.015567936396255e-05,0.002504821781930216,0.01152038971832647,> 0.05
9672,inficio,VER,1,0,0,0,1,42,-9.015567936396255e-05,0.002504821781930216,0.01152038971832647,> 0.05
9673,mens,NOMcom,1,0,0,0,1,42,-9.015567936396255e-05,0.002504821781930216,0.01152038971832647,> 0.05
9674,excipio,VER,8,2,1,2,3,106,-9.036695033667942e-05,0.020038574255441727,0.029075269289109668,> 0.05
9675,uerum4,CONcoo,12,2,3,2,5,143,-9.166322657806108e-05,0.03005786138316259,0.039224184040968696,> 0.05
9676,satis2,ADV,3,0,0,2,1,61,-9.217529245112085e-05,0.0075144653457906475,0.016731994590902733,> 0.05
9677,publicus2,ADJqua,2,1,0,0,1,52,-9.253696087400915e-05,0.005009643563860432,0.014263339651261347,> 0.05
9678,opus2,NOMcom,2,1,1,0,0,52,-9.253696087400915e-05,0.005009643563860432,0.014263339651261347,> 0.05
9679,uictoria,NOMcom,2,0,1,0,1,52,-9.253696087400915e-05,0.005009643563860432,0.014263339651261347,> 0.05
9680,pecus2,NOMcom,1,1,0,0,0,43,-9.289862929689743e-05,0.002504821781930216,0.011794684711619959,> 0.05
9681,qui,PROrel,1,0,1,0,0,43,-9.289862929689743e-05,0.002504821781930216,0.011794684711619959,> 0.05
9682,dubius,ADJqua,1,0,0,0,1,43,-9.289862929689743e-05,0.002504821781930216,0.011794684711619959,> 0.05
9683,spiro,VER,1,0,0,0,1,43,-9.289862929689743e-05,0.002504821781930216,0.011794684711619959,> 0.05
9684,credo,VER,22,7,4,6,5,235,-9.35324422150479e-05,0.05510607920246475,0.06445932342396954,> 0.05
9685,uel1,ADV,4,0,2,1,1,71,-9.455657396116743e-05,0.010019287127720863,0.019474944523837606,> 0.05
9686,euenio,VER,3,0,0,2,1,62,-9.491824238405573e-05,0.0075144653457906475,0.01700628958419622,> 0.05
9687,breuis,ADJqua,9,2,3,2,2,117,-9.549118177966086e-05,0.022543396037371943,0.03209251421533803,> 0.05
9688,experior,VER,1,0,0,1,0,44,-9.564157922983231e-05,0.002504821781930216,0.012068979704913446,> 0.05
9689,senecta,NOMcom,1,0,0,0,1,44,-9.564157922983231e-05,0.002504821781930216,0.012068979704913446,> 0.05
9690,affirmo,VER,1,0,0,0,1,44,-9.564157922983231e-05,0.002504821781930216,0.012068979704913446,> 0.05
9691,uolumen,NOMcom,7,1,0,1,5,99,-9.621451862543745e-05,0.01753375247351151,0.027155204336055255,> 0.05
9692,plumbum,NOMcom,4,1,3,0,0,72,-9.729952389410231e-05,0.010019287127720863,0.019749239517131093,> 0.05
9693,plerumque,ADV,3,0,1,1,1,63,-9.76611923169906e-05,0.0075144653457906475,0.017280584577489707,> 0.05
9694,iuuo,VER,2,1,0,0,1,54,-9.802286073987889e-05,0.005009643563860432,0.014811929637848319,> 0.05
9695,interimo,VER,2,0,0,1,1,54,-9.802286073987889e-05,0.005009643563860432,0.014811929637848319,> 0.05
9696,proficio,VER,2,0,0,0,2,54,-9.802286073987889e-05,0.005009643563860432,0.014811929637848319,> 0.05
9697,firmus,ADJqua,1,1,0,0,0,45,-9.838452916276718e-05,0.002504821781930216,0.012343274698206933,> 0.05
9698,Capitolium,NOMpro,1,1,0,0,0,45,-9.838452916276718e-05,0.002504821781930216,0.012343274698206933,> 0.05
9699,dubito,VER,1,0,1,0,0,45,-9.838452916276718e-05,0.002504821781930216,0.012343274698206933,> 0.05
9700,fames,NOMcom,1,0,0,1,0,45,-9.838452916276718e-05,0.002504821781930216,0.012343274698206933,> 0.05
9701,tempero,VER,1,0,0,0,1,45,-9.838452916276718e-05,0.002504821781930216,0.012343274698206933,> 0.05
9702,rubeo,ADJqua,1,0,0,0,1,45,-9.838452916276718e-05,0.002504821781930216,0.012343274698206933,> 0.05
9703,cunctus,ADJqua,6,3,1,1,1,91,-9.931913698126062e-05,0.015028930691581295,0.024960844389707356,> 0.05
9704,dies,NOMcom,81,3,6,19,53,776,-9.962350459398776e-05,0.20289056433634745,0.21285291479574622,> 0.05
9705,figura,NOMcom,5,2,0,2,1,82,-9.968080540414891e-05,0.012524108909651077,0.02249218945006597,> 0.05
9706,differo,VER,4,2,0,1,1,73,-0.00010004247382703719,0.010019287127720863,0.020023534510424584,> 0.05
9707,bruma,NOMcom,3,0,2,0,1,64,-0.00010040414224992546,0.0075144653457906475,0.017554879570783194,> 0.05
9708,amor,NOMcom,1,1,0,0,0,46,-0.00010112747909570206,0.002504821781930216,0.012617569691500422,> 0.05
9709,caligo1,NOMcom,1,0,1,0,0,46,-0.00010112747909570206,0.002504821781930216,0.012617569691500422,> 0.05
9710,brachium,NOMcom,1,0,0,1,0,46,-0.00010112747909570206,0.002504821781930216,0.012617569691500422,> 0.05
9711,uarietas,NOMcom,1,0,0,0,1,46,-0.00010112747909570206,0.002504821781930216,0.012617569691500422,> 0.05
9712,lego2,VER,2,1,1,0,0,56,-0.00010350876060574864,0.005009643563860432,0.015360519624435295,> 0.05
9713,liquor1,NOMcom,2,1,0,0,1,56,-0.00010350876060574864,0.005009643563860432,0.015360519624435295,> 0.05
9714,flatus,NOMcom,2,0,1,0,1,56,-0.00010350876060574864,0.005009643563860432,0.015360519624435295,> 0.05
9715,lux,NOMcom,2,0,2,0,0,56,-0.00010350876060574864,0.005009643563860432,0.015360519624435295,> 0.05
9716,abeo1,VER,1,1,0,0,0,47,-0.00010387042902863694,0.002504821781930216,0.012891864684793908,> 0.05
9717,digero,VER,1,0,1,0,0,47,-0.00010387042902863694,0.002504821781930216,0.012891864684793908,> 0.05
9718,ueto,VER,1,0,0,0,1,47,-0.00010387042902863694,0.002504821781930216,0.012891864684793908,> 0.05
9719,namque,CONcoo,16,5,2,4,5,184,-0.00010393130255118233,0.040077148510883454,0.050470278766001686,> 0.05
9720,uarius,ADJqua,5,1,1,1,2,84,-0.00010516670527001864,0.012524108909651077,0.02304077943665294,> 0.05
9721,diuus2,ADJqua,4,1,0,1,2,75,-0.00010552837369290692,0.010019287127720863,0.020572124497011554,> 0.05
9722,numerosus,ADJqua,3,0,0,2,1,66,-0.00010589004211579522,0.0075144653457906475,0.018103469557370168,> 0.05
9723,sui,PROref,3,0,0,2,1,66,-0.00010589004211579522,0.0075144653457906475,0.018103469557370168,> 0.05
9724,tracto,VER,1,1,0,0,0,48,-0.00010661337896157182,0.002504821781930216,0.013166159678087397,> 0.05
9725,exsisto,VER,1,0,0,1,0,48,-0.00010661337896157182,0.002504821781930216,0.013166159678087397,> 0.05
9726,triumphus,NOMcom,1,0,0,1,0,48,-0.00010661337896157182,0.002504821781930216,0.013166159678087397,> 0.05
9727,tanto,ADV,1,0,0,0,1,48,-0.00010661337896157182,0.002504821781930216,0.013166159678087397,> 0.05
9728,ales1,NOMcom,1,0,0,0,1,48,-0.00010661337896157182,0.002504821781930216,0.013166159678087397,> 0.05
9729,tellus,NOMcom,1,0,0,0,1,48,-0.00010661337896157182,0.002504821781930216,0.013166159678087397,> 0.05
9730,consumo,VER,1,0,0,0,1,48,-0.00010661337896157182,0.002504821781930216,0.013166159678087397,> 0.05
9731,rapio,VER,5,2,1,1,1,85,-0.00010790965520295352,0.012524108909651077,0.02331507442994643,> 0.05
9732,uentus,NOMcom,9,2,3,0,4,122,-0.00010920593144433523,0.022543396037371943,0.033463989181805466,> 0.05
9733,communis,ADJqua,1,1,0,0,0,49,-0.00010935632889450667,0.002504821781930216,0.013440454671380882,> 0.05
9734,Quintus,NOMpro,1,1,0,0,0,49,-0.00010935632889450667,0.002504821781930216,0.013440454671380882,> 0.05
9735,lanugo,NOMcom,1,0,0,1,0,49,-0.00010935632889450667,0.002504821781930216,0.013440454671380882,> 0.05
9736,terrestris,ADJqua,1,0,0,1,0,49,-0.00010935632889450667,0.002504821781930216,0.013440454671380882,> 0.05
9737,aro,VER,1,0,0,0,1,49,-0.00010935632889450667,0.002504821781930216,0.013440454671380882,> 0.05
9738,qui1,PROint,14,6,4,0,4,168,-0.00011014053926282862,0.03506750494702302,0.04608155887330588,> 0.05
9739,alibi,ADV,5,3,2,0,0,86,-0.0001106526051358884,0.012524108909651077,0.023589369423239918,> 0.05
9740,Atticus,ADJqua,3,0,3,0,0,68,-0.00011137594198166498,0.0075144653457906475,0.018652059543957145,> 0.05
9741,humanus,ADJqua,9,1,0,2,6,123,-0.00011194888137727008,0.022543396037371943,0.03373828417509895,> 0.05
9742,relinquo,VER,9,3,0,2,4,123,-0.00011194888137727008,0.022543396037371943,0.03373828417509895,> 0.05
9743,exstinguo,VER,1,0,0,1,0,50,-0.00011209927882744155,0.002504821781930216,0.01371474966467437,> 0.05
9744,sedes,NOMcom,6,2,1,2,1,96,-0.00011303388664593499,0.015028930691581295,0.026332319356174794,> 0.05
9745,careo,VER,5,1,1,1,2,87,-0.00011339555506882328,0.012524108909651077,0.023863664416533405,> 0.05
9746,iudico,VER,3,1,0,1,1,69,-0.00011411889191459983,0.0075144653457906475,0.01892635453725063,> 0.05
9747,luxuria,NOMcom,3,0,0,1,2,69,-0.00011411889191459983,0.0075144653457906475,0.01892635453725063,> 0.05
9748,aperio,VER,2,0,1,1,0,60,-0.00011448056033748813,0.005009643563860432,0.016457699597609246,> 0.05
9749,multi,NOMcom,1,0,1,0,0,51,-0.00011484222876037643,0.002504821781930216,0.013989044657967858,> 0.05
9750,puluis,NOMcom,1,0,0,1,0,51,-0.00011484222876037643,0.002504821781930216,0.013989044657967858,> 0.05
9751,suauitas,NOMcom,1,0,0,0,1,51,-0.00011484222876037643,0.002504821781930216,0.013989044657967858,> 0.05
9752,paene,ADV,4,1,1,0,2,79,-0.00011650017342464641,0.010019287127720863,0.021669304470185505,> 0.05
9753,aliter,ADV,3,0,0,0,3,70,-0.00011686184184753471,0.0075144653457906475,0.01920064953054412,> 0.05
9754,custodio,VER,2,0,2,0,0,61,-0.00011722351027042301,0.005009643563860432,0.016731994590902733,> 0.05
9755,alias,ADV,1,0,1,0,0,52,-0.00011758517869331131,0.002504821781930216,0.014263339651261347,> 0.05
9756,uernus,ADJqua,1,0,1,0,0,52,-0.00011758517869331131,0.002504821781930216,0.014263339651261347,> 0.05
9757,tarde,ADV,1,0,0,1,0,52,-0.00011758517869331131,0.002504821781930216,0.014263339651261347,> 0.05
9758,lumen,NOMcom,1,0,0,1,0,52,-0.00011758517869331131,0.002504821781930216,0.014263339651261347,> 0.05
9759,rubeo,VER,1,0,0,0,1,52,-0.00011758517869331131,0.002504821781930216,0.014263339651261347,> 0.05
9760,ullus,PROind,12,4,2,3,3,153,-0.00011909272590740982,0.03005786138316259,0.04196713397390357,> 0.05
9761,sto,VER,4,1,0,3,0,80,-0.0001192431233575813,0.010019287127720863,0.021943599463478992,> 0.05
9762,pabulum,NOMcom,3,1,0,1,1,71,-0.00011960479178046959,0.0075144653457906475,0.019474944523837606,> 0.05
9763,immo,ADV,2,1,0,0,1,62,-0.0001199664602033579,0.005009643563860432,0.01700628958419622,> 0.05
9764,malo,VER,2,0,0,0,2,62,-0.0001199664602033579,0.005009643563860432,0.01700628958419622,> 0.05
9765,argumentum,NOMcom,9,3,2,3,1,126,-0.00012017773117607475,0.022543396037371943,0.034561169154979414,> 0.05
9766,tunc,ADV,1,0,0,1,0,53,-0.00012032812862624619,0.002504821781930216,0.014537634644554834,> 0.05
9767,omitto,VER,3,1,1,0,1,72,-0.00012234774171340448,0.0075144653457906475,0.019749239517131093,> 0.05
9768,hirundo,NOMcom,1,0,1,0,0,54,-0.00012307107855918104,0.002504821781930216,0.014811929637848319,> 0.05
9769,sestertius1,NOMcom,1,0,0,0,1,54,-0.00012307107855918104,0.002504821781930216,0.014811929637848319,> 0.05
9770,piper,NOMcom,1,0,0,0,1,54,-0.00012307107855918104,0.002504821781930216,0.014811929637848319,> 0.05
9771,putresco,VER,1,0,0,0,1,54,-0.00012307107855918104,0.002504821781930216,0.014811929637848319,> 0.05
9772,tertius,PROdem,7,0,1,0,6,109,-0.0001236440179547862,0.01753375247351151,0.02989815426899013,> 0.05
9773,qualis1,PROrel,4,2,0,2,0,82,-0.00012472902322345107,0.010019287127720863,0.02249218945006597,> 0.05
9774,fugio,VER,3,0,0,1,2,73,-0.00012509069164633933,0.0075144653457906475,0.020023534510424584,> 0.05
9775,resisto,VER,2,1,0,1,0,64,-0.00012545236006922763,0.005009643563860432,0.017554879570783194,> 0.05
9776,quaternus,ADJdis,2,0,0,0,2,64,-0.00012545236006922763,0.005009643563860432,0.017554879570783194,> 0.05
9777,cornu,NOMcom,7,1,2,2,2,110,-0.00012638696788772104,0.01753375247351151,0.030172449262283615,> 0.05
9778,cerno,VER,7,0,3,1,3,110,-0.00012638696788772104,0.01753375247351151,0.030172449262283615,> 0.05
9779,quod1,PROrel,6,2,0,2,2,101,-0.00012674863631060936,0.015028930691581295,0.027703794322642233,> 0.05
9780,gaudeo,VER,3,2,0,1,0,74,-0.00012783364157927419,0.0075144653457906475,0.020297829503718067,> 0.05
9781,confero,VER,2,0,0,0,2,65,-0.0001281953100021625,0.005009643563860432,0.01782917456407668,> 0.05
9782,liquidus,ADJqua,1,1,0,0,0,56,-0.0001285569784250508,0.002504821781930216,0.015360519624435295,> 0.05
9783,opus?,NOMcom,1,0,0,0,1,56,-0.0001285569784250508,0.002504821781930216,0.015360519624435295,> 0.05
9784,adeo2,ADV,5,1,0,1,3,93,-0.0001298532546664325,0.012524108909651077,0.025509434376294327,> 0.05
9785,operio,VER,3,0,0,2,1,75,-0.0001305765915122091,0.0075144653457906475,0.020572124497011554,> 0.05
9786,noxius,ADJqua,2,0,1,0,1,66,-0.00013093825993509738,0.005009643563860432,0.018103469557370168,> 0.05
